Stadt,Anzahl_Firmen,lat,lon
Mostar (Jugoslavien),2,0,0
Alfeld (Leine),2,0,0
Peiskretscham,2,0,0
Bismarckhütte,2,0,0
Rheinhausen,2,0,0
Alexandrien (Ägypten),4,0,0
Kreuzlingen (Schweiz),8,0,0
St. Moritz-Dorf (Schweiz),2,0,0
Falkensee-Finkenkrug,3,0,0
Neckarsulm,2,0,0
Löwen (Belgien),5,0,0
Hainfeld (Österreich),3,0,0
China),9,0,0
Rzeszów (Polen),3,0,0
Riga (Letttland),2,0,0
später Penzing,2,0,0
Rothenburg (ob der Tauber),2,0,0
Ried (Österreich),2,0,0
Ratzeburg,4,0,0
Wittmund,2,0,0
Hohenwestedt,2,0,0
Steyerberg,2,0,0
später Mietingen,2,0,0
Sarnen (Schweiz),3,0,0
später Zeuthen,2,0,0
Ulm (Donau),11,0,0
Simbach (Inn),3,0,0
Schillingsfürst,2,0,0
Münsingen,2,0,0
Seesen,4,0,0
Horn (Österreich),2,0,0
Schwetzingen,3,0,0
Ziegenhals,3,0,0
Bad Meinberg,2,0,0
Freising,4,0,0
Villach (Österreich),3,0,0
Steinschönau,2,0,0
später Freiberg,2,0,0
Schömberg,2,0,0
Greifenhagen,3,0,0
Strelitz-Neustrelitz,2,0,0
Zwiesel,2,0,0
Taucha,6,0,0
Bottrop,6,0,0
Merseburg,12,0,0
Wreschen,2,0,0
später Bornhöved,2,0,0
Altdorf,2,46.87900214,8.638002584
Philadelphia (USA),13,0,0
Rochlitz,4,0,0
Schlawe,4,0,0
Mähr.-Rothmühl,2,0,0
Angerburg,2,0,0
Seebad Bansin,3,0,0
Post Obernhof,2,0,0
Mülheim (Ruhr),4,0,0
New York City (USA),2,0,0
Schivelbein,2,0,0
später Hamburg-Harburg,3,0,0
Valencia (Spanien),7,0,0
Bernstadt,4,0,0
Schaan (Liechtenstein),4,0,0
Sömmerda,5,0,0
Weipert,3,0,0
Neunkirchen (Saar),3,0,0
Eupen (Belgien),7,0,0
Wartha,2,0,0
Nachod,2,0,0
Winschoten (Niederlande),8,0,0
später Ahrensburg,2,0,0
Bischofshofen (Österreich),3,0,0
Saulgau,2,0,0
Wriezen,4,0,0
später Oberaudorf (Inn),2,0,0
später Marktbreit (Main),2,0,0
Mohrungen,2,0,0
Brixlegg (Österreich),2,0,0
Plathe,2,0,0
Merzig (Saar),2,0,0
Batavia (Java),2,0,0
Tönning,2,0,0
später Sulzbach-Rosenberg,2,0,0
Zuckmantel,2,0,0
Oelsnitz,12,0,0
später Ortenberg,2,0,0
später Tübingen,4,0,0
Offenburg,7,0,0
Esch (Luxemburg),5,0,0
später Dortmund,6,0,0
Strausberg,5,0,0
Barmstedt,3,0,0
Bad Liebenwerda,5,0,0
Gottesberg,2,0,0
Leipzig und Zürich (Schweiz),2,0,0
Oberammergau,4,0,0
Neunkirchen (Österreich),2,0,0
später Karl-Marx-Stadt,2,0,0
Lorch,5,0,0
Erlenbach (Schweiz) und Leipzig,3,0,0
Maramaros-Sziget (Ungarn),2,0,0
Rees,2,0,0
Drossen,2,0,0
New Haven (USA),3,0,0
später Reinfeld,2,0,0
Wiehl,3,0,0
Dordrecht (Niederlande),2,0,0
Gailingen,2,0,0
Schwäbisch Hall,3,0,0
Rosenberg,2,0,0
Stadt Olbersdorf,2,0,0
Rengsdorf,3,0,0
Paris und London,2,0,0
Rheine,4,0,0
Altensteig,3,0,0
Ibbenbüren,3,0,0
Rheinbach,3,0,0
Schöppenstedt,2,0,0
Wolfen,3,0,0
o.O.,4,0,0
Haifa,3,32.8204114,34.98002478
Policka (Tschechien),2,0,0
Orebro (Schweden),2,0,0
Papenburg (Ems),3,0,0
Lienz (Österreich),4,0,0
später Potsdam-Babelsberg,3,0,0
später Innsbruck und Wien (Österreich),2,0,0
später Nordhorn,3,0,0
Mittenwald,2,0,0
Berlin-Nürnberg,2,0,0
Triberg,2,0,0
Roermond (Niederlande),4,0,0
Lustenau (Österreich),3,0,0
Mödling (Österreich),5,0,0
Aue,10,0,0
Graudenz,2,0,0
Rothenfels,2,0,0
Peine,5,0,0
Wandsbek,3,0,0
zuletzt Hamburg,2,0,0
später Kleve,2,0,0
Budapest (Ungarn) und Leipzig,2,0,0
Vilshofen,2,0,0
später Regensburg,4,0,0
Hechingen,5,0,0
Adliswil (Schweiz),2,0,0
Arendsee,3,0,0
Elsterwerda,4,0,0
Freiburg (Schweiz),2,0,0
Osterholz-Scharmbeck,3,0,0
Lauenburg (Elbe),2,0,0
Rehbrücke,2,0,0
Sebnitz,4,0,0
Oederan,3,0,0
Heinrichswalde,2,0,0
St. Ingbert (Saar),2,0,0
Szillen,2,0,0
Steinfeld,2,0,0
Bellinzona (Schweiz),6,0,0
Penig,9,0,0
Monschau,2,0,0
später Würzbach und Stuttgart,2,0,0
Lahr-Dinglingen,2,0,0
Eskilstuna (Schweden),3,0,0
Brakel,2,0,0
Wolfach,2,0,0
Potsdam und Berlin,2,0,0
Baruth,3,0,0
Pori (Finnland),2,0,0
Rheinberg,2,0,0
später Oldenburg,3,0,0
später Damgarten,2,0,0
Salach,2,0,0
später Neustadt (Dosse),2,0,0
Freital,9,0,0
später Tutzing,2,0,0
Sobernheim (Nahe),2,0,0
Geldern,2,0,0
Goch,3,0,0
Bad Elster,5,0,0
Bitburg,4,0,0
Nebra (Unstrut),2,0,0
Weferlingen,4,0,0
später Heidenheim,2,0,0
Thalwil (Schweiz),7,0,0
Schocketal,2,0,0
später Ueberlingen,2,0,0
Pasewalk,7,0,0
später Bischofswiesen,3,0,0
Walsrode,2,0,0
Saargemünd,2,0,0
Heilbronn (Neckar),5,0,0
Bad Homburg,4,0,0
Gronau,4,0,0
Eisenstadt (Österreich),5,0,0
Angermünde,4,0,0
Miltitz,3,0,0
Labes,2,0,0
Böblingen,5,0,0
später Garmisch-Partenkirchen,2,0,0
Kirn,2,0,0
Heidenheim (Brenz),2,0,0
Gustav Leipzig,2,0,0
Hamburg-Altona,12,0,0
später Arolsen,2,0,0
Bruck (Österreich),5,0,0
Zermatt (Schweiz),2,0,0
Arnsdorf,2,0,0
Bernau,5,0,0
Boston (USA) und Leipzig,2,0,0
Bütow,3,0,0
Hoya,2,0,0
Idar-Oberstein,5,0,0
Landsberg (Warthe),3,0,0
später Grimmen,2,0,0
Müllheim,2,0,0
später Lohe,2,0,0
Ettlingen,2,0,0
Neustadt (Saale),2,0,0
Reimscheid,2,0,0
Schwäbisch-Gmünd,2,0,0
Bacelona (Spanien),2,0,0
Manheim,2,0,0
Plau,2,0,0
Karthaus,2,0,0
Grningen (Niederlande),2,0,0
Lüben,2,0,0
Dinkelsbühl,3,0,0
Sombor,2,0,0
Cambridge/Mass. (USA),2,0,0
Karlsbad-Drahowitz,2,0,0
später Bremen,6,0,0
Treptow (Rega),3,0,0
Eltville,2,0,0
Mainz und Leipzig,2,0,0
Ueberlingen,3,0,0
später Königsberg,2,0,0
Hohnstein,2,0,0
später Meuselwitz,2,0,0
Betzdorf (Sieg),2,0,0
Marienberg,3,0,0
Schwabach,5,0,0
Wangerooge,2,0,0
Vietz,2,0,0
Bolkenhain,2,0,0
später Häger,2,0,0
Bad Godesberg (Rhein),2,0,0
Feldkirchen,2,0,0
Münstereifel,3,0,0
Weissenhorn,2,0,0
Aalborg (Dänemark),7,0,0
Ahlen,6,0,0
Schwerte (Ruhr),4,0,0
Jastrow,3,0,0
Lychen,2,0,0
Schwerin (Warte),2,0,0
Wesselburen,2,0,0
Wermsdorf,2,0,0
Lichtenfels und Kronach,2,0,0
Swakopmund,2,-22.6688631,14.53501949
Erkenschwick,2,0,0
Baden (Österreich),3,0,0
Allstedt,3,0,0
Aalen und Ellwangen,2,0,0
Rattlar,3,0,0
Schwedt (Oder),3,0,0
Wunstorf,3,0,0
später Amsterdam (Niederlande),3,0,0
Usingen,2,0,0
später Traunstein,2,0,0
Filiale Berlin,2,0,0
Berlin und München,4,0,0
Römhild,2,0,0
Höchst (Österreich),3,0,0
Bandoeng,2,0,0
Sulzbach-Rosenberg,2,0,0
Heidenau,7,0,0
Bannewitz,2,0,0
später Sternberg,2,0,0
später Röhrenfurth,2,0,0
später Gauting,2,0,0
Meerane,10,0,0
Melle,2,0,0
später Bad Heilbrunn,2,0,0
später Erbendorf,2,0,0
Kaisersesch,2,0,0
Hüsten,2,0,0
Honnef und Bad Godesberg,2,0,0
Falkensee,7,0,0
Zlín,2,0,0
Bad Homburg v.d.H.,2,0,0
später Schorndorf,2,0,0
Freiburg i. Br.,2,0,0
Glasgow (Schottland),2,0,0
Esens,2,0,0
Borga (Finnland),2,0,0
später Zeulenroda,2,0,0
Neustettin,2,0,0
Marburg (Lahn),8,0,0
Neuffen,2,0,0
Pretoria (Südafrika),6,0,0
Bonndorf,2,0,0
später Wernigerode,2,0,0
Scharnikau,2,0,0
später Lachem,2,0,0
Freiburg i.B.,2,0,0
Zeulenroda,5,0,0
Lübbenau,3,0,0
Herrndobl,2,0,0
Osorno (Chile),2,0,0
Triest (Italien),12,0,0
Herzogenbuchsee (Schweiz),3,0,0
Witzenhausen,2,0,0
Osterwieck,3,0,0
Burghausen,2,0,0
Bad Homburg v. d. Höhe,2,0,0
Niederlahnstein,2,0,0
Oberursel,3,0,0
später Reinbek,2,0,0
Havelberg,4,0,0
Wien und Leipzig,5,0,0
später Scharding (Österreich),2,0,0
später Bad Berka,2,0,0
Harzgerode,2,0,0
Dresden und Leipzig,2,0,0
Wolfsberg (Österreich),3,0,0
später Lich,2,0,0
Biedenkopf,3,0,0
Bad-Nauheim,2,0,0
später Langelsheim,2,0,0
Kaldenkirchen,2,0,0
Johannesburg (Südafrika),5,0,0
später Bassum,2,0,0
Saaz (Tschechien),2,0,0
St. Florian (Österreich),2,0,0
Altena (Westf.),2,0,0
Neusalz (Oder),2,0,0
Graz und Leipzig,2,0,0
später Seelze,2,0,0
Maastricht (Niederlande),6,0,0
Geyer,3,0,0
Reutlingen-Stuttgart,2,0,0
später Würzburg,2,0,0
Rio Grande (Brasilien),3,0,0
später Dörnigheim,2,0,0
Arbon (Schweiz),2,0,0
Forchheim,3,0,0
Königsberg (Neumark),2,0,0
Zug (Schweiz),6,0,0
Mülhausen,2,0,0
Altkirch,2,0,0
Baden-Baden und Berlin,2,0,0
Völklingen (Saar),3,0,0
Landstuhl,2,0,0
Scheinfeld,2,0,0
Vlotho,4,0,0
Sundsvall (Schweden),2,0,0
Bad Homburg v.d. Höhe,2,0,0
Böhlitz-Ehrenberg,4,0,0
später Lauenstein,2,0,0
Zeist (Niederlande),8,0,0
Fassberg,2,0,0
Lobenstein,3,0,0
Dinslaken,3,0,0
Marbach (Neckar),2,0,0
Bregenz,2,47.51669707,9.766701588
Gerolzhofen,2,0,0
Süchteln,2,0,0
Freudenthal,2,0,0
Wiener Neustadt (Österreich),4,0,0
später Strahwalde,2,0,0
Penzig,2,0,0
Fogaras (Rumänien),2,0,0
Laa (Österreich),2,0,0
später Bergzabern,2,0,0
Bad Freienwalde (Oder),6,0,0
Edinburgh (Schottland),2,0,0
Neheim,2,0,0
Perchtoldsdorf (Österreich),2,0,0
Mölkau,4,0,0
Bad Kudowa,2,0,0
später Illertissen,2,0,0
Aumund,2,0,0
Laibach (Ljubljana) und Marburg (Maribor) (Jugoslavien),2,0,0
später Friesack,2,0,0
Tokio (Japan),26,0,0
später Kiel,2,0,0
Lissabon (Portugal),24,0,0
Bad Salzbrunn,2,0,0
Venlo (Niederlande),4,0,0
später Datterode,2,0,0
Marktredwitz,2,0,0
München und Planegg,2,0,0
später Gießen,2,0,0
Pavia (Italien),2,0,0
Wildbad (Schwarzwald),2,0,0
Fraustadt,2,0,0
Berlin und Frankfurt (Oder),2,0,0
Grüna,3,0,0
Lyck,4,0,0
später Angermünde,2,0,0
Schlackenwerth,2,0,0
Schopfheim,2,0,0
Siegmar-Schönau,4,0,0
Lippoldsberg (Weser),2,0,0
Waldenburg-Dittersbach,2,0,0
Riedlingen,2,0,0
Neresheim,2,0,0
später Gütersloh,2,0,0
später Zittau,2,0,0
Rodewisch,2,0,0
Pausa,3,0,0
Feldkirch (Österreich),6,0,0
Usseln,2,0,0
später Wentorf,2,0,0
später Berlin und München,2,0,0
Seestadt Rostock,4,0,0
Lingen (Ems),3,0,0
Bielefeld und Leipzig,2,0,0
Baarn (Niederlande),4,0,0
Hohegeiss,2,0,0
später Möckmühl,2,0,0
später Duingen,2,0,0
später Weinheim,2,0,0
später Unkel (Rhein),2,0,0
später Stahnsdorf,2,0,0
später Buckow,2,0,0
Elmau,2,0,0
später Loßburg,2,0,0
später Flensburg,2,0,0
Leutesdorf und Berlin,2,0,0
später Lindau,3,0,0
Branenburg,2,0,0
Naumburg,4,0,0
Osterwieck und Berlin,3,0,0
Gengenbach,2,0,0
Rotensande,2,0,0
Engelberg,2,0,0
Kirnach-Villingen,2,0,0
Diesdorf,2,0,0
München-Berlin,2,0,0
Steinkirchen,2,0,0
Einsiedeln (Schweiz) und Köln,2,0,0
später Memmingen,2,0,0
Rastede,2,0,0
Regensburg und Dillingen,2,0,0
Schlieren (Schweiz),2,0,0
Sursee (Schweiz),2,0,0
Kufstein (Österreich),2,0,0
(Österreich),2,0,0
Schwaz (Österreich),3,0,0
Bozen (Italien),4,0,0
Hamburg-Bergedorf,2,0,0
später Wehlen,2,0,0
Abensberg,2,0,0
Geisweid,2,0,0
Gmünd (Österreich),4,0,0
Aurich-Sandhorst,2,0,0
Pullach,2,0,0
Landsberg (Lech),2,0,0
Buxtehude,3,0,0
Wildbad,2,0,0
Zürich (Schweiz) und Wien (Österreich),2,0,0
Prag (Tschechien) und Bratislava (Slovakei),2,0,0
Prenzlau,3,0,0
Batavia und Bandoeng,2,0,0
Hannover und Berlin,2,0,0
später Gross Zimmern,2,0,0
Adelsburg,2,0,0
später Biberach,2,0,0
später Beucha,2,0,0
Berlin später Achim,2,0,0
Esch (Alzig),2,0,0
Eschwege (Werra),2,0,0
Bergisch Neukirchen,2,0,0
Bregenz (Österreich),4,0,0
Dornbirn (Österreich),6,0,0
Bandoeng (Java),2,0,0
Dragun,2,0,0
Hohenheim,2,0,0
Heidelberg und Berlin,2,0,0
Zwolle (Niederlande),5,0,0
Grimmen,4,0,0
später Seeheim,2,0,0
Mexiko D.F. (Mexiko),2,0,0
Ueckermünde,3,0,0
Blumenau (Brasilien),5,0,0
Heinsberg,2,0,0
später Mansfeld,2,0,0
Eibenstock,4,0,0
Gröbming und Radstadt (Österreich),2,0,0
Sinzig,2,0,0
Arnau,2,0,0
später Radebeul,2,0,0
Heilsberg,2,0,0
Bad Bramstedt,2,0,0
Colditz,5,0,0
Nienburg (Saale),5,0,0
Quito (Ekuador),2,0,0
Waren,4,0,0
Weinsberg,3,0,0
Öflingen,2,0,0
Neu-Titschein,2,0,0
Brixen (Italien),2,0,0
später Grabow,2,0,0
Winnenden,2,0,0
Nienburg (Weser),2,0,0
später Faurndau,2,0,0
Zürich (Schweiz) und Leipzig,2,0,0
Oberdorla,2,0,0
Fribourg (Schweiz),2,0,0
Hof (Saale),5,0,0
Waidhofen a.d. Ybbs (Österreich),2,0,0
später Glauchau,2,0,0
London und Leipzig,2,0,0
Ottweiler (Saar),2,0,0
Mainburg,2,0,0
Bergzabern,2,0,0
Waltershausen,3,0,0
St. Blasien,2,0,0
Radkersburg (Österreich),2,0,0
Berlin und Wiesbaden,2,0,0
später Konstanz,2,0,0
später Nauen,2,0,0
Neuern,2,0,0
später auch Zürich und Leipzig,2,0,0
Wettin,2,0,0
später Delitzsch,2,0,0
Västeras (Schweden),3,0,0
Waldenburg-Altwasser,2,0,0
Bad Frankenhausen,2,0,0
Bartenstein,2,0,0
Liebertwolkwitz,6,0,0
Essen und Koblenz,2,0,0
Andernach (Rhein),2,0,0
Gramby (Dänemark),2,0,0
New York und Berlin,2,0,0
später Seebad Heringsdorf,2,0,0
Briest (Havel),2,0,0
später Schwerin,2,0,0
Wolfshagen-Scharbeutz,3,0,0
Dingelstädt,4,0,0
Königstein (Elbe),4,0,0
Königsberg und Elbing,2,0,0
später Bad Liebenwerda,2,0,0
Eulau,2,0,0
Neustrelitz-Strelitz,2,0,0
Kamp-Lintfort,2,0,0
Murnau,4,0,0
Eberbach,2,0,0
Rothenburg (Fulda),2,0,0
Leipzig und Nordhausen,2,0,0
Altenhundem,2,0,0
später Loburg,2,0,0
Cincinnati (USA),2,0,0
Linnich,2,0,0
später Holzhausen,2,0,0
Sulzbach (Saar),2,0,0
Bad Wildungen,3,0,0
später Endschütz,2,0,0
später Schmiedeberg,2,0,0
später Winkel,2,0,0
später Lychen,2,0,0
Cham (Schweiz),2,0,0
Planegg,3,0,0
später Sondershausen,2,0,0
später Wangen,2,0,0
Gross Strehlitz,2,0,0
später Schmiedefeld,2,0,0
Burgsteinfurt,2,0,0
später Langebrück,2,0,0
später Cottbus,2,0,0
später Zella-Mehlis,2,0,0
Zeven,4,0,0
Baumholder,2,0,0
später Kettwig,2,0,0
Apenrade (Dänemark),2,0,0
später Hans Jonda Zwickau,2,0,0
Buchs (Schweiz),3,0,0
Treuen,3,0,0
Horgen (Schweiz),4,0,0
Hannover und Bad Pyrmont,2,0,0
später Mannheim,2,0,0
Freistadt (Österreich),2,0,0
Buchloe,2,0,0
Böhmisch Kamnitz (Tschechien),2,0,0
Stadtroda,3,0,0
Königswartha,2,0,0
Preussisch Friedland,2,0,0
Danzig und Königsberg,2,0,0
später Merzen,2,0,0
Stadtlohn,2,0,0
Schifferstadt,2,0,0
Vacha,4,0,0
Schramberg,2,0,0
Riezlern (Österreich),2,0,0
Davos-Platz (Schweiz),3,0,0
Falun (Schweden),3,0,0
Oselina (Schweiz),2,0,0
Fraureuth,2,0,0
Gardelegen,5,0,0
später Schönenberg,2,0,0
Gimbsheim,2,0,0
Lachen (Schweiz),3,0,0
Gross Umstadt,2,0,0
Deisenhofen,2,0,0
Hohenstein-Ernstthal,6,0,0
Nürtingen,3,0,0
Waldhut,2,0,0
später Riesa,2,0,0
später Jaibing,2,0,0
später Eutingen,2,0,0
Thessaloniki (Griechenland),5,0,0
Kappelrodeck,2,0,0
Chile),2,0,0
später Nussdorf,2,0,0
später Hadamar,2,0,0
Kempten und Leipzig,2,0,0
später Bebra,2,0,0
Spittal an der Drau (Österreich),2,0,0
Salzburg und Wien (Österreich),2,0,0
später Chorin,2,0,0
später Buenos Aires (Argentinien),2,0,0
Forbach (Frankreich),5,0,0
Lódz (Polen),2,0,0
Betschkerek (Jugoslavien),2,0,0
Waldshut,5,0,0
Triesen (Fürstentum Liechtenstein),2,0,0
später Israel),2,0,0
Zanow,2,0,0
später Waiblingen,2,0,0
Lüdinghausen,4,0,0
Pisa (Italien),4,0,0
Cachoeira (Brasilien),2,0,0
Bärenstein,3,0,0
Skala. pow. Borszczów (Polen),2,0,0
Bogota (Kolumbien),4,0,0
München-Pasing,2,0,0
Munster,2,0,0
Salzburg und Wels(Österreich),2,0,0
Teheran (Iran),14,0,0
Hamburg und Wandsbek,2,0,0
Buchhandlung Halle (Saale),2,0,0
früher Berlin,3,0,0
Fehmarn,2,0,0
Mecheln (Belgien),2,0,0
Stavenhagen,2,0,0
Waldniel,2,0,0
Ottmachau,2,0,0
Malmedy,2,0,0
Berlin und Wien (Österreich),4,0,0
später Turin (Italien),2,0,0
Rom,2,0,0
Brügge (Niederlande),2,0,0
Wernstadt,2,0,0
Bristol (Großbritannien),7,0,0
Atzgersdorf (Österreich),2,0,0
Edinburgh und Glasgow (Großbritannien),2,0,0
Gaggenau,3,0,0
Oxford und London (Großbritannien),2,0,0
Montevideo (Uruguay),14,0,0
Vlissingen (Niederlande),4,0,0
Ankara (Türkei),7,0,0
Spindlermühle,2,0,0
Zutphen (Niederlande),3,0,0
Nijkerk (Niederlande),2,0,0
Ernstleben,2,0,0
Wittichenau,6,0,0
Bogotá (Kolumbien),12,0,0
Volkslesehalle Linz (Österreich),2,0,0
Windhuk (Namibia),3,0,0
Alexandria (Ägypten),5,0,0
Südafrika),13,0,0
Vogelweide (Namibia),2,0,0
San Francisco (USA),5,0,0
Pittsburg (USA),3,0,0
Los Angeles (USA),5,0,0
Evanston (USA),2,0,0
Dallas (USA),3,0,0
Omaha (USA),2,0,0
Glendale (USA),2,0,0
Carlisle (USA),2,0,0
New York und Chicago (USA),3,0,0
Canton (USA),2,0,0
Seattle (USA),2,0,0
Barnard (USA),2,0,0
Baltimore (USA),2,0,0
San Fancisco (USA),2,0,0
Mexico (Mexiko),12,0,0
Toronto (Kanada),6,0,0
Winkler (Kanada),2,0,0
Guatemala (Guatemala),3,0,0
Winnipeg (Kanada),5,0,0
Montreal (Kanada),7,0,0
Cali (Kolumbien),2,0,0
Posadas (Argentinien),2,0,0
Ponta Grossa (Brasilien),4,0,0
Rosario (Argentinien),2,0,0
Sao Bento (Brasilien),2,0,0
Bahia (Brasilien),3,0,0
Gorbea (Chile),2,0,0
Maracaibo (Venezuela),3,0,0
Novo Hamburgo (Brasilien),3,0,0
Neu-Württemberg (Brasilien),2,0,0
Joinville (Brasilien),5,0,0
San Petro,2,0,0
Barranquilla (Kolumbien),3,0,0
Santos (Brasilien),3,0,0
Erechim (Brasilien),2,0,0
Quito (Ecuador),3,0,0
Malden (Niederlande),2,0,0
Peking (China),3,0,0
Indonesien),19,0,0
Fukuoka (Japan),3,0,0
Kobe (Japan),5,0,0
Harbin (China),3,0,0
Bangalore City (Indien),2,0,0
Bombay (Indien),2,0,0
Kanton (China),2,0,0
Medan (Indonesien),3,0,0
Lahore (Indien),2,0,0
Biroudjird (Iran),2,0,0
Täbris (Iran),3,0,0
Bloemfontein (Südafrika),2,0,0
Yokohama (Japan),2,0,0
Caracas (Venezuela),3,0,0
Kyoto (Japan),4,0,0
Osaka (Japan),4,0,0
Wädenswil (Schweiz),3,0,0
Jerusalem (Israel),10,0,0
Kabul (Afghanistan),3,0,0
Lagoeboti (Indonesien),2,0,0
Haifa (Israel),9,0,0
Beatenberg (Schweiz),3,0,0
Ryswyk (Niederlande),2,0,0
Immensee (Schweiz),2,0,0
Basel und Zürich (Schweiz),2,0,0
Engelberg (Schweiz),4,0,0
Kehr (Schweiz),2,0,0
Murten (Schweiz),4,0,0
Neuhausen (Schweiz),2,0,0
Rämismühle (Schweiz),2,0,0
Zweisimmen (Schweiz),2,0,0
Stäfa (Schweiz),2,0,0
Melbourne (Australien),10,0,0
Saloniki (Griechenland),5,0,0
(Jugoslavien),2,0,0
Krusevac (Jugoslavien),2,0,0
Ploesti (Rumänien),2,0,0
Suhopolje (Jugoslavien),2,0,0
Maribor (Jugoslavien),2,0,0
Zagreb (Jugoslavien),2,0,0
Murska Sobota (Jugoslavien),2,0,0
Kolín (Tschechien),2,0,0
Craiova (Rumänien),4,0,0
Braila (Rumänien),2,0,0
Kaunas (Litauen),5,0,0
Chisinau (Rumänien),2,0,0
Dumbraveni (Rumänien),2,0,0
Itcani-noi (Rumänien),2,0,0
Bursa (Türkei),2,0,0
Tirana (Albanien),3,0,0
Hitchin (Großbritannien),2,0,0
Glasgow (Großbritannien),5,0,0
Instanbul (Türkei),2,0,0
Shaftesbury (Großbritannien),2,0,0
Eegenhoven-Louvain (Belgien),2,0,0
Maredsous (Belgien),2,0,0
Mechelen (Belgien),3,0,0
Stekene (Belgien),2,0,0
Eupen-Malmedy (Belgien),2,0,0
Louvain (Belgien),2,0,0
Leuven (Belgien),2,0,0
Brüssel-Halle (Belgien),2,0,0
Oude-God (Belgien),3,0,0
Taubenheim (Spree),2,0,0
Tuluá (Kolumbien),2,0,0
La Paz (Bolivien),3,0,0
Mexiko (Mexiko),2,0,0
Ontario (Kanada),2,0,0
Spokane (USA),2,0,0
Minneapolis (USA),3,0,0
Richmond/Hill (USA),2,0,0
Cleveland (USA),5,0,0
Oglethorpe (USA),2,0,0
Madison (USA),2,0,0
Washington (USA),3,0,0
Stockholm (Schweden) und New York (USA),2,0,0
Berkeley (USA),4,0,0
Brooklyn/N.Y. (USA),2,0,0
Francford (USA),2,0,0
Storrs (USA),2,0,0
Columbia (USA),2,0,0
Norman (USA),3,0,0
Rochester (USA),3,0,0
Indien),8,0,0
Japan),3,0,0
Encarnacion (Paraguay),2,0,0
Arrio do Mais (Brasilien),2,0,0
Rio Negro (Brasilien),3,0,0
Rio Gallegos (Argentinien),2,0,0
Ingwiller (Frankreich),2,0,0
Nimes (Frankreich),2,0,0
Bordeaux (Frankreich),3,0,0
Toulouse (Frankreich),2,0,0
Chatenois-Les-Forges (Frankreich),2,0,0
Colombes (Frankreich),2,0,0
Castellamare di Stabia (Italien),2,0,0
Bordighera (Italien),2,0,0
Ponza (Italien),2,0,0
Arona (Italien),2,0,0
Istituto Italiano di Studi Germanici (Prof. Cantimore) Rom (Italien),2,0,0
(Italien),2,0,0
Capri (Italien),2,0,0
Nervi und Viareggio (Italien),3,0,0
Brescia (Italien),4,0,0
Livorno (Italien),2,0,0
Bergamo (Italien),2,0,0
San Remo (Italien),3,0,0
Bulgarien),5,0,0
's-Gravenhage (Niederlande),3,0,0
(Niederlande),3,0,0
Arnhem (Niederlande),6,0,0
Valkenburg (Niederlande),3,0,0
Doetinchem (Niederlande),3,0,0
Almelo (Niederlande),2,0,0
Laren (Niederlande),2,0,0
Ettal,2,0,0
Frauenburg (Österreich),2,0,0
Rehau,2,0,0
Abenheim,2,0,0
Beius (Rumänien),2,0,0
Ummeln,3,0,0
später Mindelheim,2,0,0
Parchim,2,0,0
(Berlin),2,0,0
Salt Lake City (USA),2,0,0
Turka (Ukraine),2,0,0
Liége (Belgien),2,0,0
Recife (Brasilien),3,0,0
