Stadt,Anzahl_Firmen,lat,lon
Istanbul-Galata (Türkei),3,0,0
Schwanenstadt,2,0,0
Bolchen (Frankreich),2,0,0
später Schweinitz,2,0,0
Schirmeck (Frankreich),3,0,0
Schwarzenbek,2,0,0
später Fürstenwalde (Spree) und Biere,2,0,0
Rochlitz (Iser),2,0,0
später Mühlhausen,2,0,0
Berlin und Goslar,3,0,0
Michalovce (Slovakei),3,0,0
Sv. Martin (Slovakei),3,0,0
Kutno (Polen),2,0,0
Rönsahl,2,0,0
Chisinau (Moldavien),2,0,0
später Limbach-Oberfrohna,2,0,0
St. Niklaas-Waas (Belgien),2,0,0
Kessel-Loo-Löwen (Belgien),2,0,0
Gössnitz,5,0,0
Schraplau,2,0,0
Boudry (Schweiz),2,0,0
Weida,5,0,0
Ennigloh,2,0,0
später Hemdingen,2,0,0
Gorinchem (Niederlande),2,0,0
Novisad (Jugoslavien),2,0,0
Neu-Münchenstein (Schweiz),2,0,0
Kollnau,2,0,0
Oderberg,2,0,0
Pritzwalk (Prignitz),2,0,0
Letschin,2,0,0
Kladno (Tschechien),2,0,0
Hagerstown (USA),2,0,0
Gräfenroda,3,0,0
Wallisellen (Schweiz),2,0,0
Axelborg-Kopenhagen (Dänemark),2,0,0
später Sulz (Neckar),2,0,0
Dillingen (Saar),4,0,0
Scheveningen (Niederlande),2,0,0
später Dietmannsried,2,0,0
Darmstadt-Arheilgen,2,0,0
Bad Driburg,3,0,0
Córdoba (Spanien),2,0,0
Flöha,2,0,0
Lessines (Belgien),2,0,0
Erlenbach (Schweiz),2,0,0
Letmathe,2,0,0
Arlon (Belgien),2,0,0
Lendringsen,2,0,0
Erstein (Frankreich),2,0,0
Mazingarbe (Frankreich),2,0,0
Craiova und Bukarest (Rumänien),2,0,0
später Osnabrück,2,0,0
Ijuí (Brasilien),2,0,0
Místek (Tschechien),2,0,0
Niederschelden (Sieg),2,0,0
später Bad Saarow,2,0,0
Retz (Österreich),2,0,0
Drensteinfurt,2,0,0
Ybbs (Österreich),2,0,0
Ried,2,0,0
Beeskow,5,0,0
Cademario (Schweiz),2,0,0
Niederhasli (Schweiz),2,0,0
Stein (Österreich),2,0,0
Nizza (Frankreich),2,0,0
Clermond-Ferrand (Frankreich),2,0,0
Beslau,2,0,0
Neu-Isenburg,2,0,0
Izegem (Belgien),2,0,0
später Stutgart,2,0,0
Bergen op Zoom (Niederlande),2,0,0
Remiremont (Frankreich),2,0,0
Neustadt a.d. Weinstraße,2,0,0
Boulder (USA),2,0,0
Neumark,3,0,0
Ronsperg,2,0,0
Gotenhafen,2,0,0
später Jena,2,0,0
Lakatnik (Bulgarien),2,0,0
Tripolis (Libyen),2,0,0
Schwarzburg,3,0,0
Werther,2,0,0
Vendenheim (Frankreich),2,0,0
Ebeleben,3,0,0
Chocen (Polen),2,0,0
Haan (Rhein),2,0,0
Heldrungen (Unstrut),3,0,0
Franeker (Niederlande),2,0,0
Gräfenthal,3,0,0
Neumarkt (Rott),2,0,0
Barmen,2,0,0
Rees (Rhein),2,0,0
Mömbris,2,0,0
Dingelstedt,2,0,0
Wabern,2,0,0
Turgi (Schweiz),2,0,0
Lenk (Schweiz),2,0,0
Velthem (Niederlande),2,0,0
Lebenstedt,2,0,0
Riehen (Schweiz),2,0,0
Grenchen (Schweiz),2,0,0
Weltmode-Aktiengesellschaft Zürich und Basel (Schweiz),2,0,0
Lukowit (Bulgarien),2,0,0
Eupen,2,0,0
Sindelfingen,2,0,0
Ulflingen (Luxemburg),2,0,0
Ettelbrück (Luxemburg),3,0,0
später Fulda,2,0,0
Salzgitter,2,0,0
später Jerichow,2,0,0
Sneek (Niederlande),2,0,0
La Spezia (Italien),2,0,0
Rottenburg (Laaber),2,0,0
Schröttersburg,2,0,0
Bad Sooden-Allendorf und Bebra,2,0,0
Ludwigshafen (Rhein),2,0,0
Obersalzberg,2,0,0
Marokko),2,0,0
Lemberg und Reichenberg,2,0,0
später Marquartstein,2,0,0
später Oberlind,2,0,0
Munster-Lager,2,0,0
Naumburg (Saale) vorm. Leipzig,2,0,0
Dölzig,2,0,0
Zamosc (Polen),2,0,0
Neusalza-Spremberg,3,0,0
Delitzsch,6,0,0
Großpostwitz,2,0,0
später Kulmbach,2,0,0
Esbjerg (Dänemark),2,0,0
später M.Gladbach,2,0,0
später Arnis (Schlei),2,0,0
Wittenberge (Prignitz),2,0,0
Bedburg,2,0,0
später Kitzingen,2,0,0
Eisfeld,4,0,0
Berlin und Luzk (Ukraine),2,0,0
Oschersleben (Bode),3,0,0
Libanon),2,0,0
Tegelen (Niederlande),2,0,0
Handlová Krickerhau (Slovakei),2,0,0
Lochem (Niederlande),2,0,0
Tempelburg,2,0,0
Constanta (Rumänien),2,0,0
Resita (Rumänien),2,0,0
Ramnicul-Valcea (Rumänien),2,0,0
Siret (Rumänien),2,0,0
Targu-Mures (Rumänien),2,0,0
Büchenbronn,2,0,0
Bressanone (Italien),2,0,0
Charleroi (Belgien),3,0,0
Saalburg,2,0,0
später Hadamer,2,0,0
Nitra (Slovakei),2,0,0
Kassel und Basel,2,0,0
später Lochham,2,0,0
Nagykaroly (Ungarn),2,0,0
Luzk (Ukraine),3,0,0
Blankenfelde,3,0,0
St. Georgen,2,0,0
Vetschau,3,0,0
Kiefersfelden,2,0,0
Leipzg,2,0,0
Düsseldorf und Brüssel (Belgien),2,0,0
Markt Kolbermoor,2,0,0
Oss (Niederlande),3,0,0
Sjövegan (Norwegen),2,0,0
Petingen (Luxemburg),2,0,0
Renens (Schweiz),2,0,0
Gent (Brüssel),2,0,0
Gleisdorf (Österreich),2,0,0
Vaassen (Niederlande),2,0,0
Speicher (Schweiz),2,0,0
Mücheln,6,0,0
Trencin (Slovakei),2,0,0
Rasteberg,2,0,0
Hayingen (Frankreich),2,0,0
Poprad (Slovakei),2,0,0
Ivanovice na Hané (Tschechien),2,0,0
Varna (Bulgarien),2,0,0
Namur (Belgien),2,0,0
Tromsö (Norwegen),2,0,0
Ivrea (Italien),2,0,0
Lomnice (Tschechien),2,0,0
Kriens (Schweiz),2,0,0
Wil (Schweiz),2,0,0
Möhlin (Schweiz),2,0,0
Stryj (Ukraine),2,0,0
Quetzdölsdorf,2,0,0
Saargemünd (Frankreich),2,0,0
Geisenfeld,2,0,0
Bosanski Brod (Jugoslavien),2,0,0
Bad Mondorf (Luxemburg),2,0,0
Naarden (Niederlande),3,0,0
Campulung Muscel (Rumänien),2,0,0
Hruschau (Oder),2,0,0
s'- Gravenhage (Niederlande),2,0,0
Den Helder (Niederlande),2,0,0
Rotterdam und Utrecht (Niederlande),2,0,0
Breda (Niederlande),3,0,0
Willisau-Stadt (Schweiz),2,0,0
Coevorden (Niederlande),2,0,0
Hodsag (Ungarn),2,0,0
Lenzerheide (Schweiz),2,0,0
Seeburg (Schweiz),2,0,0
Roskilde (Dänemark),2,0,0
Lauenstein,2,0,0
Crossen,2,0,0
Wittenburg,5,0,0
Rosswein,4,0,0
Willebroek (Belgien),3,0,0
Mariestad (Schweden),2,0,0
Grodno (Polen),2,0,0
später Meran,2,0,0
Differdingen (Luxemburg),3,0,0
Bramsche,2,0,0
Judenburg (Österreich),2,0,0
Bad Salzdetfurth,2,0,0
Wasserburg (Luxemburg),2,0,0
Mittelsaida,2,0,0
Sokolka (Polen),2,0,0
Russe (Bulgarien),2,0,0
Deep 2 (Kr. Greifenberg),2,0,0
Friedrichstadt (Eider),2,0,0
Weißrussland),4,0,0
Hamburg und Uman (Ukraine),2,0,0
Hausham,2,0,0
Zürich und Frankfurt (Main),2,0,0
später Böhlen über Grimma,2,0,0
Küstrin-Neustadt,2,0,0
Neuenmarkt-Wirsberg,2,0,0
Remscheid-Hasten und Kiew (Ukraine),2,0,0
später Luckau,2,0,0
Unterschondorf,2,0,0
später Bad Mergentheim,2,0,0
Wilster,2,0,0
später Perleberg,2,0,0
Bad Liebenstein,3,0,0
später Oelsnitz,2,0,0
Breslau und Chemnitz,2,0,0
Nancy (Frankreich),2,0,0
Ratingen später Düsseldorf,2,0,0
Furtwangen,2,0,0
Feuerbach,2,0,0
Tabor (Tschechien),2,0,0
Boras (Schweden),3,0,0
Gävle (Schweden),3,0,0
Härnösand (Schweden),2,0,0
Karlstad (Schweden),3,0,0
Linköping (Schweden),3,0,0
Ludwika (Schweden),2,0,0
Molde (Norwegen),2,0,0
Munkacs (Ungarn),2,0,0
Kiev (Uraine),2,0,0
Bokhandelen Bergen (Norwegen),2,0,0
Urbeis (Frankreich),2,0,0
Driebergen (Niederlande),2,0,0
Berlin später Wurzen,2,0,0
Bereg (Ungarn),2,0,0
Grajewo (Polen),2,0,0
Verviers (Belgien),2,0,0
Neuwied (Rhein),2,0,0
Weyer,2,0,0
Raschau,2,0,0
Roßwein,4,0,0
Reit im Winkl,2,0,0
Affoltern,2,0,0
Radomsko (Polen),2,0,0
Paris,2,48.86669293,2.333335326
Hohen-Neuendorf,2,0,0
vorm. Gesellschaft für Sport und Technik Verlag Halle (Saale),2,0,0
später Kopenhagen (Dänemark),2,0,0
Berlin-Siemensstadt,3,0,0
Odessa (Sowjetunion),2,0,0
Nantes (Frankreich),2,0,0
Ruma (Jugoslavien),2,0,0
Lehre,2,0,0
später Passau,2,0,0
später Herrlingen,2,0,0
Rumsiskis (Litauen),2,0,0
Dobsina (Slovakei),2,0,0
Teutschenthal,2,0,0
Fellin (Estland),2,0,0
Zabern (Frankreich),2,0,0
Einhoven (Niederlande),2,0,0
Nagyvárad (Ungarn),2,0,0
Dachau,2,0,0
Aigen (Inn),2,0,0
Komárom (Ungarn),2,0,0
Weidenau (Sieg),2,0,0
Remisch (Luxemburg),2,0,0
Gravelande-Wilgenhof (Niederlande),2,0,0
Petrikau und Kielce (Polen),2,0,0
Russland),2,0,0
Makkum (Niederlande),2,0,0
Uster (Schweiz),2,0,0
Kreuzlingen und Zürich (Schweiz),2,0,0
Swenten (Lettland),2,0,0
Schongau (Lech),2,0,0
Domschale (Österreich),2,0,0
Gerabronn,2,0,0
Neustadt (Haardt),2,0,0
Zehdenick,6,0,0
Fallingbostel,2,0,0
Hattingen (Ruhr),2,0,0
Dambach (Frankreich),2,0,0
Kirchmöser bei Brandenburg (Havel),2,0,0
Niederoderwitz,2,0,0
Hohndorf (Erzgebirge),2,0,0
Thalheim (Erzgebirge),2,0,0
Camburg,2,0,0
Warna (Bulgarien),2,0,0
Hannover und Prag (Tschechien),2,0,0
Hamar (Norwegen),2,0,0
Gjovik (Norwegen),2,0,0
Drammen (Norwegen),2,0,0
Aalesund (Norwegen),2,0,0
Kortrijk (Belgien),2,0,0
Feldkirchen (Österreich),2,0,0
Lom (Bulgarien),2,0,0
Turku (Finnland),2,0,0
Putten (Niederlande),2,0,0
Schirgiswalde,2,0,0
Coimbra (Portugal),2,0,0
Geislingen-Steige,2,0,0
Großrückerswalde,2,0,0
Plau am See,2,0,0
später Barby,2,0,0
später Görlitz,2,0,0
später Lemförde,2,0,0
Gramzow,2,0,0
Langebrück,4,0,0
Neubukow,2,0,0
später Hartenstein,2,0,0
Oberoderwitz,3,0,0
Gößnitz,2,0,0
Dardesheim,2,0,0
später Schötmar,2,0,0
Thayngen-Schaffhausen (Schweiz),2,0,0
Riga und Berlin,2,0,0
später Bargteheide,2,0,0
Riezlern,2,0,0
Lünen,3,0,0
Schwandorf,2,0,0
Naunhof und Leipzig,2,0,0
Kohren-Salis,2,0,0
Zweenfurth,2,0,0
Rötha,2,0,0
später Sonthofen,2,0,0
Leihbücherei Dessau,2,0,0
Jessnitz,3,0,0
Stöhna,2,0,0
Magdeborn,3,0,0
Wolkenstein,2,0,0
Beucha,3,0,0
später Seitschen,2,0,0
Niederwiesa,7,0,0
Glaubitz,2,0,0
Kölleda,3,0,0
Zella,2,0,0
Gehlberg,2,0,0
später Weimar,3,0,0
Bad Bibra,2,0,0
Großröhrsdorf,2,0,0
Kriebitzsch,2,0,0
Altdöbern,3,0,0
Calau,2,0,0
Ronneburg,4,0,0
Wittgensdorf,2,0,0
Pillnitz (Elbe),2,0,0
Kläden,2,0,0
Benneckenstein,3,0,0
Pulsen,2,0,0
Groß-Ottersleben,2,0,0
Güsten,4,0,0
Remse (Mulde),2,0,0
Helmsdorf,2,0,0
Berlin und Stuttgart,2,0,0
Adorf,4,0,0
Geraberg,2,0,0
Richtenberg,3,0,0
Dorndorf,2,0,0
Altentreptow,3,0,0
Radegast,3,0,0
später Wolfenbüttel,2,0,0
Trebbin,2,0,0
später Holzhausen (Westfalen),2,0,0
Lautawerk,2,0,0
Kochstedt,2,0,0
Wilhelmshorst,4,0,0
Niedercunnersdorf,2,0,0
Dermbach,2,0,0
Heudeber,2,0,0
Hannnover und Berlin,2,0,0
Pfaffroda,2,0,0
Dorfchemnitz,2,0,0
Brandis,2,0,0
Dittersdorf,2,0,0
Pirna (Elbe),2,0,0
Scharfenberg,2,0,0
Holzhausen (bei Leipzig),2,0,0
Baalsdorf (bei Leipzig),2,0,0
Lützschena (bei Leipzig),2,0,0
Böhlitz-Ehrenberg (bei Leipzig),2,0,0
Cröbern,2,0,0
Leipzig und Reichenbach,2,0,0
Wiederitzsch,3,0,0
Filiale Leipzig,2,0,0
später Großdeuben,2,0,0
Berlin-Köpenick,2,0,0
Neviges,3,0,0
Leipzig und Machern,2,0,0
Königstein (Taunus),2,0,0
Schlagwitz,2,0,0
Markranstädt,3,0,0
Oberlungwitz,3,0,0
Potsdam-Geltow,2,0,0
Berlin und Köln,2,0,0
Altenbrak,2,0,0
Klepzig,2,0,0
Droyßig,2,0,0
Cossebaude,2,0,0
Crinitz,3,0,0
Berlin und Buxtehude,2,0,0
Georgenthal,4,0,0
Ehrenfriedersdorf,2,0,0
Ostritz,4,0,0
Tuttendorf,2,0,0
Niederschöna,2,0,0
Berlin und Bielefeld,2,0,0
Borsdorf,2,0,0
Lengenfeld,4,0,0
Neustadt (Sachsen),2,0,0
Stolpen,2,0,0
Moritzburg,2,0,0
Hainsberg,2,0,0
Stenn,2,0,0
Dittersbach,2,0,0
Straßgräbchen,2,0,0
Zöblitz,2,0,0
Schönau,2,0,0
Zwota-Zechenbach,2,0,0
Wilsdruff,4,0,0
Lichtenegg,2,0,0
Malsch,2,0,0
Lichtenstein,4,0,0
Wanzleben,2,0,0
Blankenhain,4,0,0
Helmbrechts,2,0,0
Calbe (Saale),7,0,0
Bischofswerda,6,0,0
Burgstädt und Limbach,2,0,0
Groitzsch,2,0,0
Hartmannsdorf,4,0,0
später Magdeburg,2,0,0
Brück,2,0,0
Annahütte,3,0,0
Traunstein und Bad Aibling,2,0,0
Saalfeld (Saale),3,0,0
später Bernburg,2,0,0
Ortenburg,2,0,0
Berlin und Düsseldorf,2,0,0
Jessen (Elster),3,0,0
Geschäftsstelle Leipzig,2,0,0
Zwönitz,3,0,0
Niederwürschnitz,2,0,0
Hosena,2,0,0
Elstra,2,0,0
Bad Sulza,3,0,0
Naunhof,3,0,0
Zschieren,2,0,0
Mosel,2,0,0
Gerbstedt,2,0,0
Schlossvippach,2,0,0
Krauschwitz,2,0,0
Breitenworbis,2,0,0
Theissen,3,0,0
Borstendorf,2,0,0
Camburg (Saale),2,0,0
Falkenberg,4,0,0
Wilkau-Hasslau,2,0,0
Hecklingen,3,0,0
Wutha,2,0,0
Augustusburg,2,0,0
Aken (Elbe),3,0,0
Reideburg,2,0,0
Chemnitz (Karl-Marx-Stadt),25,0,0
Perleberg,5,0,0
Meinsberg,2,0,0
später Aschaffenburg,2,0,0
Gadebusch,2,0,0
Glasten,2,0,0
Berlin-Frohnau,2,0,0
Lunzenau (Mulde),2,0,0
Bösdorf (Elster),2,0,0
Wildenfels,3,0,0
Schwepnitz,2,0,0
Helbra,4,0,0
Werder (Havel),2,0,0
Sachsenberg-Georgenthal,2,0,0
Dresden und Berlin,2,0,0
Halle (Saale) und Merseburg,2,0,0
Blankenberg (Saale),2,0,0
Aken,2,0,0
Cainsdorf,2,0,0
Triptis,3,0,0
Flöha und Frankenberg,2,0,0
Darmstadt-Eberstadt,2,0,0
Leuna und Merseburg,2,0,0
Dippoldiswalde,4,0,0
Niedersachswerfen,2,0,0
Heyerode,2,0,0
Tanna,3,0,0
Graupa,2,0,0
Phöben,2,0,0
Gültz,2,0,0
Mylau,2,0,0
Hennigsdorf,3,0,0
Hohenleipisch,3,0,0
Bibliothekarin Neustrelitz,2,0,0
Falkenberg (Elster),3,0,0
Gartz (Oder),2,0,0
Wittstock (Dosse),3,0,0
Oschersleben,4,0,0
Priort,2,0,0
Gaschwitz,2,0,0
Berlin und Erfurt,2,0,0
Salza,2,0,0
Sohland (Spree),2,0,0
Bernsbach,2,0,0
Altenberg,2,0,0
Steinpleis,3,0,0
Leukersdorf,2,0,0
Heldburg,2,0,0
Elster (Elbe),2,0,0
Oberweimar,2,0,0
Schönwalde,3,0,0
später Grillenburg,2,0,0
Neustadt (Dosse),2,0,0
Crottendorf,3,0,0
Frauenwald,2,0,0
Gera-Roschütz,2,0,0
Friedersdorf,2,0,0
Ostseebad Kühlungsborn,3,0,0
Gross Ottersleben,2,0,0
Hirschfelde,2,0,0
Reinsdorf,3,0,0
Kaltennordheim,2,0,0
Mühlberg (Elbe),3,0,0
Rimsting (Chiemsee),2,0,0
Leipzig-Mölkau,2,0,0
Breitungen (Werra),3,0,0
Geithain,4,0,0
Siebenlehn,2,0,0
Rosslau (Elbe),3,0,0
Hainichen,4,0,0
später Bitterfeld,2,0,0
Lichtentanne,2,0,0
Münchenbernsdorf,2,0,0
Bernsdorf,2,0,0
Auma,2,0,0
Lehnitz,2,0,0
Plaue (Havel),2,0,0
Gornsdorf,2,0,0
Neustadt-Glewe,2,0,0
Bad Tennstedt,2,0,0
Thal,2,0,0
Artern,2,0,0
Delizsch,2,0,0
Eppendorf,2,0,0
Olbersdorf,2,0,0
Hötensleben,2,0,0
Kroppenstedt,2,0,0
Zschachwitz,2,0,0
Rossla,3,0,0
Lohmen,2,0,0
Röderau,2,0,0
später Suhl,2,0,0
Seelow,3,0,0
Bockwitz,2,0,0
Berga (Elster),2,0,0
Neulübbenau,2,0,0
Schleiz,3,0,0
Grossörner,2,0,0
Berlin-Mahlsdorf,3,0,0
Storkow,2,0,0
Blumroda,2,0,0
später Colditz,2,0,0
Könnern (Saale),3,0,0
Rostock-Gehlsdorf,2,0,0
Burg Stargard,3,0,0
Eggesin,2,0,0
Krostitz,2,0,0
Greppin,3,0,0
Bad Sülze,2,0,0
Berggießhübel,2,0,0
Wilkau-Haßlau,2,0,0
Ketzin (Havel),2,0,0
Hagenow,3,0,0
Ellefeld,2,0,0
Grünewalde,2,0,0
Dahlen,2,0,0
Schwaan,2,0,0
Jarmen,3,0,0
Lauter,4,0,0
Welzow,2,0,0
Hohendodeleben,2,0,0
Königsee,4,0,0
Schwarza,2,0,0
Frauenstein,2,0,0
Niesky,2,0,0
Kirchhain (Doberlug-Kirchhain),2,0,0
Gröditz,2,0,0
Fürstenberg (Oder),3,0,0
später Chemnitz,2,0,0
Bad Suderode,2,0,0
Fürstenwalde (Spree),3,0,0
Lutherstadt Wittenberg,2,0,0
Plessa,2,0,0
Fehrbellin,3,0,0
Gommern,2,0,0
Hohengöhren,2,0,0
Feldberg,3,0,0
Carlow,2,0,0
Pfaffenhofen (Ilm),2,0,0
Dillingen (Donau),2,0,0
Blomberg (Lippe),2,0,0
Torgau (Elbe),2,0,0
Sassnitz,3,0,0
Ebersbach,4,0,0
Ostseebad Wustrow,2,0,0
Tennenlohe,2,0,0
Bad Gottleuba,3,0,0
Birkholzaue,2,0,0
Oggersheim,2,0,0
Berlin-Schmargendorf,2,0,0
Döbern,2,0,0
Biederitz,2,0,0
Gerstungen (Werra),2,0,0
Möckern,2,0,0
Wünschendorf (Elster),2,0,0
später Berlin-Grunewald,2,0,0
Zahna,3,0,0
Finowfurt,2,0,0
Gransee,4,0,0
Schiltach,2,0,0
Karl-Marx-Stadt (Chemnitz),3,0,0
Gefell,2,0,0
Greussen,2,0,0
Kurort Hartha,2,0,0
Böhlen,2,0,0
Dresden-Lockwitz,2,0,0
Bad Dürrenberg,3,0,0
Waldsieversdorf,2,0,0
Löbejün,2,0,0
Könitz,2,0,0
Stahnsdorf,3,0,0
zuletzt Worpswede,2,0,0
Lustadt,2,0,0
Hasselfelde,2,0,0
Kiel-Dietrichsdorf,2,0,0
Horn-Lippe,2,0,0
Ulm und Neu-Ulm,2,0,0
Wurzach,2,0,0
Halle (Saale) und Leipzig,2,0,0
Großdubrau,2,0,0
Rochlitz und Colditz,2,0,0
Brunau,2,0,0
Leutershausen,2,0,0
Mügeln,2,0,0
Sonnewalde,2,0,0
Ruhmannsfelden,2,0,0
Steinbach-Hallenberg,3,0,0
Eldena,2,0,0
Stadtlengsfeld,2,0,0
Bad Lauchstädt,2,0,0
Brackwede,2,0,0
Kleinmachnow und Berlin,2,0,0
Liebenwalde,2,0,0
Schkopau,2,0,0
Gudensberg,2,0,0
Fankfurt (Oder),2,0,0
Mülsen St. Jacob,2,0,0
Pausin,2,0,0
Germersheim (Rhein),2,0,0
Stotternheim,2,0,0
Kelbra,2,0,0
Tschernitz,2,0,0
Limbach (Limbach-Oberfrohna),4,0,0
Bernburg (Saale),3,0,0
Teltow,3,0,0
Göppingen und Stuttgart,2,0,0
Norden (Nordsee),2,0,0
Werne (Lippe),2,0,0
Uder,2,0,0
Klötze,4,0,0
Hagen-Haspe,2,0,0
Guntersblum,2,0,0
Bergen,2,60.39100242,5.324522256
Innsbruck und St. Anton,2,0,0
Rosslau,2,0,0
Riesa (Elbe),3,0,0
Grossnaundorf,2,0,0
Königshofen,2,0,0
Langenweddingen,2,0,0
Bissendorf,2,0,0
Wusterhausen (Dosse),2,0,0
Hattingen und Mülheim,2,0,0
Kröpelin,3,0,0
Hauteroda,2,0,0
Schalkau,2,0,0
Gersdorf,2,0,0
Dömitz (Elbe),2,0,0
Landau (Isar),2,0,0
Ostrau,2,0,0
Göhren (Rügen),3,0,0
Winningen (Mosel),2,0,0
Badersleben,2,0,0
Großkorbetha,2,0,0
Schneeberg,2,0,0
Freyenstein,2,0,0
Klettwitz,2,0,0
Heringen,2,0,0
Freyburg (Unstrut),2,0,0
Lößnitz,3,0,0
Sayda,2,0,0
Musikalienhandlung Berlin,2,0,0
Magdeburg und Schönebeck (Elbe),2,0,0
Wriezen (Oder),3,0,0
später Chemnitz (Karl-Marx-Stadt),3,0,0
Ribnitz-Damgarten,3,0,0
Ketschendorf (Spree),2,0,0
Limbach-Oberfrohna,2,0,0
Eggersdorf,2,0,0
Röntgental,2,0,0
später Grevesmühlen,2,0,0
Schmachtenhagen,2,0,0
Wolmirstedt,2,0,0
Großrudestedt,2,0,0
Dölau bei Halle (Saale),2,0,0
Doberlug-Kirchhain,2,0,0
Qedlinburg,2,0,0
Hönow,2,0,0
Rangsdorf,2,0,0
Lützen,2,0,0
Tangermünde (Elbe),2,0,0
Schönow,2,0,0
Geschwenda,2,0,0
Rehfelde,2,0,0
Zepernick,3,0,0
Haselbach,2,0,0
Neuenhagen bei Berlin,3,0,0
Nünchritz,2,0,0
Lehesten (Thür.),2,0,0
Schlanstedt,2,0,0
Forst (Lausitz),2,0,0
Fredersdorf,2,0,0
Senzig,2,0,0
Treben,2,0,0
Nipmerow (Rügen),2,0,0
Lübbenau später Lübben,2,0,0
Weißenberg,2,0,0
Putlitz,4,0,0
Roldstadt,2,0,0
Colbitz,2,0,0
Altenhain,2,0,0
Rathenow (Havel),2,0,0
Summt bei Mühlenbeck,2,0,0
Bernau bei Berlin,2,0,0
zuletzt Templin,2,0,0
Teupitz,2,0,0
Strasburg,2,0,0
Unterneubrunn (Schönbrunn),2,0,0
Taucha bei Leipzig,2,0,0
Kulkwitz bei Leipzig,2,0,0
Helfta,2,0,0
Lieberose,2,0,0
Schwanebeck,2,0,0
Berka (Werra),2,0,0
Hergisdorf,2,0,0
Caputh bei Potsdam,2,0,0
Lampertswalde,2,0,0
Woltersdorf bei Erkner,2,0,0
Dessau-Kleinkühnau,2,0,0
Wensickendorf,2,0,0
Ückeritz auf Usedom,2,0,0
Nordhausen - Salza,2,0,0
Zweigniederlassung Falkensee,2,0,0
Wünsdorf,2,0,0
Leipzig und Dresden,2,0,0
Großschönau,2,0,0
Königs Wusterhausen,3,0,0
Roitzsch,2,0,0
Staßfurt,3,0,0
später Wuppertal-Barmen,2,0,0
Radeburg,2,0,0
Trebsen (Mulde),2,0,0
Fredersdorf bei Berlin,2,0,0
Rechenberg-Bienenmühle,2,0,0
Blankenburg (Harz),2,0,0
Basdorf,2,0,0
Friedrichsthal bei Oranienburg,2,0,0
später Neuenhagen bei Berlin,2,0,0
Löcknitz,2,0,0
Rüdersdorf,2,0,0
Königswusterhausen,2,0,0
Lenzen,2,0,0
Leegebruch,2,0,0
Dallmin,2,0,0
Kochstedt bei Dessau,2,0,0
Premnitz,2,0,0
Neuwied (Rhein) und Berlin,2,0,0
Berlin und Halle (Saale),2,0,0
Binz (Rügen),2,0,0
Zweigniederlassung Bielefeld,2,0,0
später Sinzig (Rhein),2,0,0
Lutherstadt Eisleben,2,0,0
Zweigniederlassung Berlin,2,0,0
Wien und Stuttgart,2,0,0
Franzburg,2,0,0
Lehnin,2,0,0
Stadtilm,4,0,0
Lauchhammer-Süd,2,0,0
Joachimsthal,3,0,0
Berlin-Schmöckwitz,2,0,0
Bürgel,2,0,0
Penkun,2,0,0
Neugersdorf,2,0,0
Eisenhüttenstadt,2,0,0
Rübeland,2,0,0
Markkleeberg-Ost,2,0,0
Ebersdorf,2,0,0
Berlin-Weißensee,2,0,0
Wiehe (Unstrut),2,0,0
Leinefelde,2,0,0
Orlamünde,2,0,0
Greußen,2,0,0
Rehna,2,0,0
Heilbad Heiligenstadt,2,0,0
Berlin-Rahnsdorf,2,0,0
Roßlau (Elbe),2,0,0
Zarrentin,2,0,0
Schönewalde,2,0,0
Hainewalde,2,0,0
Wolmirsleben,2,0,0
Eichwalde,2,0,0
Annaberg-Buchholz,2,0,0
Schafstädt,2,0,0
Hermsdorf,2,0,0
Marlow,2,0,0
Eckartsberga,2,0,0
Wurzbach,2,0,0
Mühltroff,2,0,0
Mellenbach,2,0,0
Küllstedt,2,0,0
Schlotheim,2,0,0
Leubnitz,2,0,0
Zossen,2,0,0
Barleben,2,0,0
Borsdorf bei Leipzig,2,0,0
Boxdorf bei Dresden,2,0,0
Seyda,2,0,0
Magdeburg-Alt Fermersleben,2,0,0
Röbel (Müritz),2,0,0
Görzke,2,0,0
Neukirchen (Pleiße),2,0,0
Scheibenberg,2,0,0
Arneburg (Elbe),2,0,0
Zörbig,2,0,0
Sosa,2,0,0
Bad Klosterlausnitz,2,0,0
Beetzendorf,2,0,0
Wippra,2,0,0
Ahlbeck bei Torgelow,2,0,0
Meyenburg (Prignitz),2,0,0
Bad Langensalza,2,0,0
Mühlhausen (Thüringen),2,0,0
Holzweißig bei Bitterfeld,2,0,0
